"total_input_tokens","ttft_seconds"
652673.585284281,19.8004678771909
655516.394648829,19.901935299955
658359.204013378,20.0035907300165
661202.013377926,20.1054341673755
664044.822742475,20.2074656120319
666887.632107023,20.3096850639857
669730.441471572,20.412092523237
672573.25083612,20.5146879897857
675416.060200669,20.6174714636319
678258.869565217,20.7204429447755
681101.678929766,20.8236024332166
683944.488294314,20.926949928955
686787.297658863,21.030485431991
689630.107023411,21.1342089423243
692472.91638796,21.2381204599551
695315.725752508,21.3422199848834
698158.535117057,21.4465075171091
701001.344481605,21.5509830566322
703844.153846154,21.6556466034528
706686.963210702,21.7604981575708
709529.772575251,21.8655377189862
712372.581939799,21.9707652876991
715215.391304348,22.0761808637095
718058.200668896,22.1817844470172
720901.010033445,22.2875760376225
723743.819397993,22.3935556355251
726586.628762542,22.4997232407252
729429.43812709,22.6060788532227
732272.247491639,22.7126224730177
735115.056856187,22.8193541001101
737957.866220736,22.9262737345
740800.675585284,23.0333813761873
743643.484949833,23.140677025172
746486.294314381,23.2481606814542
749329.10367893,23.3558323450338
752171.913043478,23.4636920159109
755014.722408027,23.5717396940854
757857.531772575,23.6799753795573
760700.341137124,23.7883990723267
763543.150501672,23.8970107723935
766385.959866221,24.0058104797578
769228.769230769,24.1147981944195
772071.578595318,24.2239739163786
774914.387959866,24.3333376456352
777757.197324415,24.4428893821892
780600.006688963,24.5526291260407
783442.816053512,24.6625568771896
786285.62541806,24.7726726356359
789128.434782609,24.8829764013797
791971.244147157,24.9934681744209
794814.053511706,25.1041479547596
797656.862876254,25.2150157423957
800499.672240803,25.3260715373292
803342.481605351,25.4373153395602
806185.2909699,25.5487471490887
809028.100334448,25.6603669659145
811870.909698997,25.7721747900378
814713.719063545,25.8841706214586
817556.528428094,25.9963544601768
820399.337792642,26.1087263061924
823242.147157191,26.2212861595055
826084.956521739,26.334034020116
828927.765886288,26.4469698880239
831770.575250836,26.5600937632293
834613.384615385,26.6734056457322
837456.193979933,26.7869055355324
840299.003344482,26.9005934326301
843141.81270903,27.0144693370253
845984.622073579,27.1285332487179
848827.431438127,27.2427851677079
851670.240802676,27.3572250939954
854513.050167224,27.4718530275803
857355.859531773,27.5866689684627
860198.668896321,27.7016729166425
863041.47826087,27.8168648721197
865884.287625418,27.9322448348944
868727.096989967,28.0478128049665
871569.906354515,28.163568782336
874412.715719064,28.279512767003
877255.525083612,28.3956447589675
880098.334448161,28.5119647582294
882941.143812709,28.6284727647887
885783.953177258,28.7451687786454
888626.762541806,28.8620527997996
891469.571906355,28.9791248282513
894312.381270903,29.0963848640004
897155.190635452,29.2138329070469
899998,29.3314689573908
